Ex code,EX batch,Extract barcode,BB sample,Extraction Replicate,Coordinates,EX ng/ul,EX ul,EX DNA ng,EX Validation,Notes,Autonumber,Autonumber2,Number of libraries,Number good libraries,Number of indexed libraries,Libraries,LI (Library),Used ul,Remaining ul,Remaining ng,Species,Sampling date,Latitude reduced,Longitude reduced,Country,Biome,Environment,Type,Taxid,Common name,Development,Length (mm),Weight (g),Sex,Specimen,Number of sequenced datasets,Total data (GB),Host data (GB),Metagenomic data (GB),number_bins,BioProject,SE Batch,Purpose,IN (Indexing),Indexed libraries (from LI (Library)),Indexed libraries (from LI (Library)) 2,Collaborator(s) (from BB sample),BB Batch (from BB sample),ENA Sample accession,geographic location (region and locality),Ex type,Sequenced,Indexed,Libraried copy,Order
AAT21E1,EXB0004,LV1040375510,AAT21,E1,P039_11H,0.45,45,20,Error,,290,00290,1,1,0,,AAT21E1L1,27.0,18,8,Larus michahellis,7/7/2021,43.311,-2.201,Spain,1000215 - Temperate shrubland,Hill,Anal/cloacal swab,119627,Yellow-legged gull ,Juvenile,,780.00,Unknown,SD01117,0,0.00,0.000,0.00,0,,,metagenome,,,,Nerea Pagaldai,BBB0008,,"Gipuzkoa, Donostia",DNA,0,0,1,Charadriiformes
AAT41E1,EXB0004,LV1040375427,AAT41,E1,P039_12A,3.45,45,155,Warning,"Tube was empty, no elute to transfer",291,00291,1,1,0,,AAT41E1L1,27.0,18,62,Larus michahellis,1/7/2021,43.321,-1.999,Spain,1000215 - Temperate shrubland,Hill,Anal/cloacal swab,119627,Yellow-legged gull ,Juvenile,,660.00,Unknown,SD01106,0,0.00,0.000,0.00,0,,,metagenome,,,,Nerea Pagaldai,BBB0008,,"Gipuzkoa, Donostia",DNA,0,0,1,Charadriiformes
AAT05E1,EXB0004,LV1040375439,AAT05,E1,P039_12B,0.07,45,3,Error,"Tube was empty, no elute to transfer",292,00292,1,1,0,,AAT05E1L1,27.0,18,1,Acrocephalus scirpaceus,15/7/2021,43.352,-1.812,Spain,00000035 - Marshland,Coastal marshland,Anal/cloacal swab,48156,Eurasian reed warbler,Adult,67.00,10.30,Unknown,SD01131,0,0.00,0.000,0.00,0,ERP142084,,metagenome,,,,Nerea Pagaldai,BBB0008,,"Gipuzkoa, Donostia",DNA,0,0,1,Passeriformes
AAT30E1,EXB0004,LV1040375451,AAT30,E1,P039_12C,17.00,45,765,OK,"Tube was empty, no elute to transfer",293,00293,1,1,0,,AAT30E1L1,27.0,18,306,Larus michahellis,7/7/2021,43.311,-2.201,Spain,1000215 - Temperate shrubland,Hill,Anal/cloacal swab,119627,Yellow-legged gull ,Juvenile,,980.00,Unknown,SD01122,0,0.00,0.000,0.00,0,,,metagenome,,,,Nerea Pagaldai,BBB0008,,"Gipuzkoa, Donostia",DNA,0,0,1,Charadriiformes
AAT04E1,EXB0004,LV1040375463,AAT04,E1,P039_12D,0.57,45,26,Error,"Tube was empty, no elute to transfer",294,00294,1,1,0,,AAT04E1L1,27.0,18,10,Acrocephalus scirpaceus,15/7/2021,43.352,-1.812,Spain,00000035 - Marshland,Coastal marshland,Anal/cloacal swab,48156,Eurasian reed warbler,Adult,67.50,10.20,Unknown,SD01127,0,0.00,0.000,0.00,0,ERP142084,,metagenome,,,,Nerea Pagaldai,BBB0008,,"Gipuzkoa, Donostia",DNA,0,0,1,Passeriformes
AAT08E1,EXB0004,LV1040375475,AAT08,E1,P039_12E,4.30,45,194,Warning,"Tube was empty, no elute to transfer",295,00295,1,1,0,,AAT08E1L1,27.0,18,77,Acrocephalus scirpaceus,15/7/2021,43.352,-1.812,Spain,00000035 - Marshland,Coastal marshland,Anal/cloacal swab,48156,Eurasian reed warbler,Adult,,11.30,Male,SD01134,0,0.00,0.000,0.00,0,ERP142084,,metagenome,,,,Nerea Pagaldai,BBB0008,,"Gipuzkoa, Donostia",DNA,0,0,1,Passeriformes
AAT39E1,EXB0004,LV1040375487,AAT39,E1,P039_12F,0.28,45,13,Error,"Tube was empty, no elute to transfer",296,00296,1,1,0,,AAT39E1L1,27.0,18,5,Larus michahellis,1/7/2021,43.321,-1.999,Spain,1000215 - Temperate shrubland,Hill,Anal/cloacal swab,119627,Yellow-legged gull ,Juvenile,,,Unknown,SD01104,0,0.00,0.000,0.00,0,,,metagenome,,,,Nerea Pagaldai,BBB0008,,"Gipuzkoa, Donostia",DNA,0,0,1,Charadriiformes
C5_EXB0004E1,EXB0004,LV1040375499,C5_EXB0004,E1,P039_12G,0.00,45,0,Error,"Tube was empty, no elute to transfer",297,00297,1,0,0,,C5_EXB0004E1L1,27.0,18,0,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,unknown,,,,,BBB0008,,,DNA,0,0,1,
AAT44E1,EXB0004,LV1040375511,AAT44,E1,P039_12H,2.32,45,104,Warning,"Tube was empty, no elute to transfer",298,00298,1,1,0,,AAT44E1L1,27.0,18,42,Larus michahellis,1/7/2021,43.321,-1.999,Spain,1000215 - Temperate shrubland,Hill,Anal/cloacal swab,119627,Yellow-legged gull ,Juvenile,,740.00,Unknown,SD01109,0,0.00,0.000,0.00,0,,,metagenome,,,,Nerea Pagaldai,BBB0008,,"Gipuzkoa, Donostia",DNA,0,0,1,Charadriiformes
ABK57E1,EXB0007,LV1040376015,ABK57,E1,P040_1A,16.10,45,725,OK,,333,00333,1,1,1,,ABK57E1L1,24.0,21,338,Podarcis muralis,18/7/2021,42.712,-0.607,Spain,1000221 - Temperate woodland,Rocky outcrops in forest and stone-walls,Faecal,64176,Common wall lizard,Unknown,56.00,3.30,Female,SD00636,1,2.71,0.035,2.49,14,PRJEB51864,SEB001,metagenome,,ABK57E1L1I1,ABK57E1L1I1,Javier Abalos,BBB0006,SAMEA14374152,Aragón,DNA,1,1,1,Squamata
ABI47E2,EXB0007,LV1040376087,ABI47,E2,P040_1B,10.80,45,486,OK,Tail tissue + proteinase-K incubation,334,00334,2,1,2,,"ABI47E2L1,ABI47E2L2",45.0,0,0,Podarcis muralis,21/7/2021,42.789,-0.597,Spain,1000221 - Temperate woodland,Boulders and rocky slopes,Tissue,64176,Common wall lizard,Unknown,64.00,5.60,Female,SD00650,2,4.16,3.895,0.00,0,PRJEB51864,"SEB002,SEB001",genome,,"ABI47E2L1I1, ABI47E2L2I1","ABI47E2L1I1, ABI47E2L2I1",Javier Abalos,BBB0006,SAMEA14374164,Aragón,DNA,1,1,1,Squamata
ABM09E1,EXB0007,LV1040376018,ABM09,E1,P040_1C,1.95,45,88,Warning,,335,00335,0,0,0,,,0.0,45,88,Podarcis liolepis,24/6/2021,42.477,0.715,Spain,1000221 - Temperate woodland,Village,Faecal,662736,Catalan wall lizard,Pregnant,48.00,1.86,Female,SD00520,0,0.00,0.000,0.00,0,ERP142103,,metagenome,,,,Javier Abalos,BBB0006,,Catalunya,DNA,0,0,0,Squamata
ABL83E1,EXB0007,LV1040376026,ABL83,E1,P040_1D,4.01,45,180,Warning,,336,00336,0,0,0,,,0.0,45,180,Podarcis muralis,24/6/2021,42.477,0.715,Spain,1000221 - Temperate woodland,Village,Tissue,64176,Common wall lizard,Pregnant,64.00,5.23,Female,SD00515,0,0.00,0.000,0.00,0,PRJEB51864,,genome,,,,Javier Abalos,BBB0006,,Catalunya,DNA,0,0,0,Squamata
AAV26E1,EXB0008,LV1040376030,AAV26,E1,P040_2A,8.79,45,396,OK,,337,00337,1,1,1,,AAV26E1L1,22.0,23,202,Sciurus carolinensis,9/12/2020,45.950,7.505,Italy,1000221 - Temperate woodland,parklike habitat,Anal/cloacal swab,30640,Eastern grey squirrel,Adult,64.00,465.00,Male,SD00361,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,AAV26E1L1I1,AAV26E1L1I1,Luc Wauters,BBB0007,,"Piedmont, RS",DNA,0,1,1,Rodentia
ABA67E1,EXB0008,LV1040375968,ABA67,E1,P040_2B,9.39,45,423,OK,,338,00338,1,1,1,,ABA67E1L1,21.0,24,225,Sciurus carolinensis,16/3/2021,45.729,9.380,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Anal/cloacal swab,30640,Eastern grey squirrel,Adult,62.00,480.00,Male,SD00292,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,ABA67E1L1I1,ABA67E1L1I1,Luc Wauters,BBB0007,,"Lombardy, Curone",DNA,0,1,1,Rodentia
AAU65E1,EXB0008,LV1040376069,AAU65,E1,P040_2C,85.60,45,3852,OK,,339,00339,1,1,1,,AAU65E1L1,2.0,43,3681,Sciurus carolinensis,22/12/2020,44.839,7.768,Italy,1000221 - Temperate woodland,parklike habitat,Faecal,30640,Eastern grey squirrel,Adult,,475.00,Male,SD00384,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,AAU65E1L1I1,AAU65E1L1I1,Luc Wauters,BBB0007,,"Piedmont, commande",DNA,0,1,1,Rodentia
AAA53E1,EXB0008,LV1040375993,AAA53,E1,P040_2D,4.39,45,198,Warning,,340,00340,1,0,1,,AAA53E1L1,24.0,21,92,Sciurus carolinensis,12/10/2020,45.950,7.505,Italy,1000221 - Temperate woodland,parklike habitat,Faecal,30640,Eastern grey squirrel,Adult,59.00,535.00,Male,SD00356,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,AAA53E1L1I1,AAA53E1L1I1,Luc Wauters,BBB0007,,"Piedmont, RS",DNA,0,1,1,Rodentia
AAC33E2,EXB0008,LV1040376072,AAC33,E2,P040_2E,26.20,45,1179,OK,,341,00341,1,1,1,,AAC33E2L1,7.0,38,996,Falco eleonorae,17/9/2020,29.415,-13.505,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,62.00,105.00,Unknown,SD00203,1,5.95,5.597,0.00,0,PRJEB51865,SEB001,metagenome,,AAC33E2L1I1,AAC33E2L1I1,Laura Gangoso,BBB0001,SAMEA14374079,"Canary Island, Norte",DNA,1,1,1,Falconiformes
ABA64E1,EXB0008,LV1040375976,ABA64,E1,P040_2F,8.95,45,403,OK,,342,00342,1,1,1,,ABA64E1L1,22.0,23,206,Sciurus carolinensis,15/3/2021,45.729,9.380,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Anal/cloacal swab,30640,Eastern grey squirrel,Adult,63.00,550.00,Male,SD00291,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,ABA64E1L1I1,ABA64E1L1I1,Luc Wauters,BBB0007,,"Lombardy, Curone",DNA,0,1,1,Rodentia
AAB69E2,EXB0008,LV1040375991,AAB69,E2,P040_2G,0.00,45,0,Error,"too low
",343,00343,1,1,1,,AAB69E2L1,24.0,21,0,Falco eleonorae,11/9/2020,29.413,-13.513,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,72.00,181.00,Unknown,SD00200,1,5.15,3.898,0.80,0,PRJEB51865,SEB001,metagenome,,AAB69E2L1I1,AAB69E2L1I1,Laura Gangoso,BBB0001,SAMEA14374074,"Canary Island, Norte",DNA,1,1,1,Falconiformes
AAA57E1,EXB0008,LV1040375952,AAA57,E1,P040_2H,10.20,45,459,OK,,344,00344,1,1,1,,AAA57E1L1,19.0,26,265,Sciurus carolinensis,12/10/2020,45.950,7.505,Italy,1000221 - Temperate woodland,parklike habitat,Faecal,30640,Eastern grey squirrel,Adult,,600.00,Male,SD00366,1,3.02,0.112,2.64,48,PRJEB51867,SEB002,metagenome,,AAA57E1L1I1,AAA57E1L1I1,Luc Wauters,BBB0007,SAMEA111531729,"Piedmont, RS",DNA,1,1,1,Rodentia
AAA73E1,EXB0008,LV1040376078,AAA73,E1,P040_3A,52.00,45,2340,OK,,345,00345,1,1,1,,AAA73E1L1,3.0,42,2184,Sciurus carolinensis,12/10/2020,44.938,7.594,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Faecal,30640,Eastern grey squirrel,Adult,61.00,580.00,Male,SD00358,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,AAA73E1L1I1,AAA73E1L1I1,Luc Wauters,BBB0007,,"Piedmont, Piobesi",DNA,0,1,1,Rodentia
ABA61E1,EXB0008,LV1040376006,ABA61,E1,P040_3B,14.90,45,671,OK,,346,00346,1,1,1,,ABA61E1L1,13.0,32,477,Sciurus carolinensis,15/3/2021,45.729,9.380,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Faecal,30640,Eastern grey squirrel,Adult,61.00,450.00,Male,SD00290,1,4.90,1.255,3.39,95,PRJEB51867,SEB002,metagenome,,ABA61E1L1I1,ABA61E1L1I1,Luc Wauters,BBB0007,SAMEA111531759,"Lombardy, Curone",DNA,1,1,1,Rodentia
AAV25E1,EXB0008,LV1040376061,AAV25,E1,P040_3C,57.00,45,2565,OK,,347,00347,1,1,1,,AAV25E1L1,3.0,42,2394,Sciurus carolinensis,10/12/2020,44.938,7.594,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Faecal,30640,Eastern grey squirrel,Adult,,520.00,Male,SD00429,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,AAV25E1L1I1,AAV25E1L1I1,Luc Wauters,BBB0007,,"Piedmont, Piobesi",DNA,0,1,1,Rodentia
AAV43E1,EXB0008,LV1040375937,AAV43,E1,P040_3D,6.89,45,310,OK,,348,00348,1,1,1,,AAV43E1L1,24.0,21,145,Sciurus carolinensis,22/12/2020,44.839,7.768,Italy,1000221 - Temperate woodland,parklike habitat,Anal/cloacal swab,30640,Eastern grey squirrel,Adult,,485.00,Male,SD00428,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,AAV43E1L1I1,AAV43E1L1I1,Luc Wauters,BBB0007,,"Piedmont, commande",DNA,0,1,1,Rodentia
ABB05E1,EXB0008,LV1040374994,ABB05,E1,P040_3E,16.50,45,743,OK,,349,00349,1,0,1,,ABB05E1L1,12.0,33,545,Sciurus carolinensis,23/3/2021,44.938,7.594,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Faecal,30640,Eastern grey squirrel,Adult,60.00,490.00,Male,SD00316,1,4.66,0.125,3.77,200,PRJEB51867,SEB001,metagenome,,ABB05E1L1I1,ABB05E1L1I1,Luc Wauters,BBB0007,SAMEA14374099,"Piedmont, Piobesi",DNA,1,1,1,Rodentia
AAC06E2,EXB0008,LV1040374966,AAC06,E2,P040_3F,0.16,45,7,Error,,350,00350,1,1,1,,AAC06E2L1,24.0,21,3,Falco eleonorae,14/9/2020,29.413,-13.513,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,97.00,183.00,Unknown,SD00200,1,3.31,3.034,0.00,0,PRJEB51865,SEB001,metagenome,,AAC06E2L1I1,AAC06E2L1I1,Laura Gangoso,BBB0001,SAMEA14374075,"Canary Island, Norte",DNA,1,1,1,Falconiformes
ABB26E1,EXB0008,LV1040376000,ABB26,E1,P040_3G,25.20,45,1134,OK,,351,00351,1,1,1,,ABB26E1L1,7.0,38,958,Sciurus carolinensis,23/3/2021,44.938,7.594,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Faecal,30640,Eastern grey squirrel,Adult,60.00,510.00,Male,SD00412,1,4.45,0.790,3.23,212,PRJEB51867,SEB001,metagenome,,ABB26E1L1I1,ABB26E1L1I1,Luc Wauters,BBB0007,SAMEA14374100,"Piedmont, Piobesi",DNA,1,1,1,Rodentia
AAW10E2,EXB0008,LV1040376054,AAW10,E2,P040_3H,4.03,45,181,Warning,,352,00352,1,1,1,,AAW10E2L1,24.0,21,85,Psittacula echo,10/2/2021,-20.380,57.447,Mauritius,1001803 - Tropical forest,Forest clearing,Faecal,232653,Echo parakeet ,Juvenile,,,Unknown,SD00173,1,3.65,3.175,0.00,0,PRJEB51866,SEB001,metagenome,,AAW10E2L1I1,AAW10E2L1I1,Jim Groombridge,BBB0003,SAMEA14374046,"Grand Gauges, Camp aviary",DNA,1,1,1,Psittaciformes
AAB84E2,EXB0008,LV1040376001,AAB84,E2,P040_4A,2.40,45,108,Warning,,353,00353,1,1,1,,AAB84E2L1,24.0,21,50,Falco eleonorae,8/9/2020,29.413,-13.513,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,45.00,135.00,Unknown,SD00200,1,2.00,1.864,0.00,0,PRJEB51865,SEB001,metagenome,,AAB84E2L1I1,AAB84E2L1I1,Laura Gangoso,BBB0001,SAMEA14374073,"Canary Island, Norte",DNA,1,1,1,Falconiformes
AAU97E1,EXB0008,LV1040376002,AAU97,E1,P040_4B,13.50,45,608,OK,,354,00354,1,0,1,,AAU97E1L1,14.0,31,419,Sciurus carolinensis,9/12/2020,45.950,7.505,Italy,1000221 - Temperate woodland,parklike habitat,Faecal,30640,Eastern grey squirrel,Adult,64.00,465.00,Male,SD00361,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,AAU97E1L1I1,AAU97E1L1I1,Luc Wauters,BBB0007,,"Piedmont, RS",DNA,0,1,1,Rodentia
AAB96E2,EXB0008,LV1040376028,AAB96,E2,P040_4C,,0,0,Error,"No BB sample left so wasn't re-extracted
",355,00355,0,0,0,,,0.0,0,0,Falco eleonorae,10/9/2020,29.397,-13.494,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,66.00,170.40,Unknown,SD00199,0,0.00,0.000,0.00,0,PRJEB51865,,metagenome,,,,Laura Gangoso,BBB0001,,"Canary Island, Rapadura",DNA,0,0,0,Falconiformes
AAC07E2,EXB0008,LV1040375904,AAC07,E2,P040_4D,0.00,45,0,Error,"too low
",356,00356,1,1,1,,AAC07E2L1,24.0,21,0,Falco eleonorae,14/9/2020,29.415,-13.505,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,42.00,96.20,Unknown,SD00203,1,6.41,4.501,0.91,0,PRJEB51865,SEB001,metagenome,,AAC07E2L1I1,AAC07E2L1I1,Laura Gangoso,BBB0002,SAMEA14374078,"Canary Island, Norte",DNA,1,1,1,Falconiformes
AAS05E2,EXB0008,LV1040376057,AAS05,E2,P040_4E,0.56,45,25,Error,,357,00357,1,1,1,,AAS05E2L1,24.0,21,12,Strix aluco,22/11/2020,43.125,-2.484,Spain,1000221 - Temperate woodland,Car parking area,Anal/cloacal swab,111821,Tawny owl ,Adult,273.00,440.00,Female,SD00167,1,3.38,3.113,0.00,0,PRJEB51836,SEB001,metagenome,,AAS05E2L1I1,AAS05E2L1I1,"Nerea Pagaldai, Juan Arizaga",BBB0008,SAMEA14374030,Gipuzkoa,DNA,1,1,1,Strigiformes
AAS14E2,EXB0008,LV1040375999,AAS14,E2,P040_4F,0.55,45,25,Error,,358,00358,1,1,1,,AAS14E2L1,24.0,21,11,Strix aluco,29/3/2021,43.292,-1.931,Spain,1000221 - Temperate woodland,Near road,Anal/cloacal swab,111821,Tawny owl ,Juvenile,,,Unknown,SD00172,1,3.96,3.635,0.00,0,PRJEB51836,SEB001,metagenome,,AAS14E2L1I1,AAS14E2L1I1,"Nerea Pagaldai, Juan Arizaga",BBB0008,SAMEA14374042,Gipuzkoa,DNA,1,1,1,Strigiformes
AAV44E1,EXB0008,LV1040376068,AAV44,E1,P040_4G,12.50,45,563,OK,,359,00359,1,0,1,,AAV44E1L1,16.0,29,363,Sciurus carolinensis,22/12/2020,44.839,7.768,Italy,1000221 - Temperate woodland,parklike habitat,Faecal,30640,Eastern grey squirrel,Adult,,485.00,Male,SD00428,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,AAV44E1L1I1,AAV44E1L1I1,Luc Wauters,BBB0007,,"Piedmont, commande",DNA,0,1,1,Rodentia
ABB24E1,EXB0008,LV1040376079,ABB24,E1,P040_4H,20.70,45,932,OK,,360,00360,1,1,1,,ABB24E1L1,9.0,36,745,Sciurus carolinensis,23/3/2021,44.938,7.594,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Anal/cloacal swab,30640,Eastern grey squirrel,Adult,60.00,510.00,Male,SD00412,1,3.14,2.974,0.00,0,PRJEB51867,SEB001,metagenome,,ABB24E1L1I1,ABB24E1L1I1,Luc Wauters,BBB0007,SAMEA14374101,"Piedmont, Piobesi",DNA,1,1,1,Rodentia
AAS15E2,EXB0008,LV1040376046,AAS15,E2,P040_5A,0.19,45,9,Error,,361,00361,1,1,1,,AAS15E2L1,24.0,21,4,Strix aluco,4/4/2021,43.292,-1.931,Spain,1000221 - Temperate woodland,Near road,Anal/cloacal swab,111821,Tawny owl ,Juvenile,,260.00,Unknown,SD00171,1,4.62,4.153,0.00,0,PRJEB51836,SEB001,metagenome,,AAS15E2L1I1,AAS15E2L1I1,"Nerea Pagaldai, Juan Arizaga",BBB0008,SAMEA14374039,Gipuzkoa,DNA,1,1,1,Strigiformes
ABA68E1,EXB0008,LV1040375965,ABA68,E1,P040_5B,11.70,45,527,OK,,362,00362,1,0,1,,ABA68E1L1,17.0,28,328,Sciurus carolinensis,16/3/2021,45.729,9.380,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Faecal,30640,Eastern grey squirrel,Adult,62.00,480.00,Male,SD00292,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,ABA68E1L1I1,ABA68E1L1I1,Luc Wauters,BBB0007,,"Lombardy, Curone",DNA,0,1,1,Rodentia
AAB74E2,EXB0008,LV1040376059,AAB74,E2,P040_5C,,45,0,Error,"too low
",363,00363,1,1,1,,AAB74E2L1,24.0,21,0,Falco eleonorae,7/9/2020,29.398,-13.492,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,37.00,100.80,Unknown,SD00191,1,1.66,1.008,0.00,0,PRJEB51865,SEB001,metagenome,,AAB74E2L1I1,AAB74E2L1I1,Laura Gangoso,BBB0002,SAMEA14374064,"Canary Island, Rapadura",DNA,1,1,1,Falconiformes
AAV39E1,EXB0008,LV1040376017,AAV39,E1,P040_5D,9.34,45,420,OK,,364,00364,1,1,1,,AAV39E1L1,21.0,24,224,Sciurus carolinensis,22/12/2020,44.839,7.768,Italy,1000221 - Temperate woodland,parklike habitat,Anal/cloacal swab,30640,Eastern grey squirrel,Adult,,565.00,Male,SD00421,1,2.94,2.778,0.00,0,PRJEB51867,SEB001,metagenome,,AAV39E1L1I1,AAV39E1L1I1,Luc Wauters,BBB0007,SAMEA14374096,"Piedmont, commande",DNA,1,1,1,Rodentia
ABA55E1,EXB0008,LV1040375974,ABA55,E1,P040_5E,3.89,45,175,Warning,,365,00365,1,1,1,,ABA55E1L1,24.0,21,82,Sciurus carolinensis,15/3/2021,45.729,9.380,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Anal/cloacal swab,30640,Eastern grey squirrel,Adult,60.00,400.00,Male,SD00289,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,ABA55E1L1I1,ABA55E1L1I1,Luc Wauters,BBB0007,,"Lombardy, Curone",DNA,0,1,1,Rodentia
AAC28E2,EXB0008,LV1040375902,AAC28,E2,P040_5F,0.12,45,5,Error,,366,00366,1,1,1,,AAC28E2L1,24.0,21,2,Falco eleonorae,17/9/2020,29.413,-13.513,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,118.00,185.00,Unknown,SD00200,1,4.47,3.045,1.05,0,PRJEB51865,SEB001,metagenome,,AAC28E2L1I1,AAC28E2L1I1,Laura Gangoso,BBB0001,SAMEA14374076,"Canary Island, Norte",DNA,1,1,1,Falconiformes
AAC36E2,EXB0008,LV1040375979,AAC36,E2,P040_5G,0.19,45,8,Error,,367,00367,1,1,1,,AAC36E2L1,24.0,21,4,Falco eleonorae,19/9/2020,29.397,-13.494,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,123.00,175.60,Unknown,SD00199,1,6.30,4.699,1.01,0,PRJEB51865,SEB001,metagenome,,AAC36E2L1I1,AAC36E2L1I1,Laura Gangoso,BBB0001,SAMEA14374072,"Canary Island, Rapadura",DNA,1,1,1,Falconiformes
ABA60E1,EXB0008,LV1040376024,ABA60,E1,P040_5H,8.93,45,402,OK,,368,00368,1,1,1,,ABA60E1L1,22.0,23,205,Sciurus carolinensis,15/3/2021,45.729,9.380,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Anal/cloacal swab,30640,Eastern grey squirrel,Adult,62.00,420.00,Male,SD00288,0,0.00,0.000,0.00,0,PRJEB51867,,metagenome,,ABA60E1L1I1,ABA60E1L1I1,Luc Wauters,BBB0007,,"Lombardy, Curone",DNA,0,1,1,Rodentia
AAC40E2,EXB0008,LV1040376007,AAC40,E2,P040_6A,0.36,45,16,Error,,369,00369,1,1,1,,AAC40E2L1,24.0,21,7,Falco eleonorae,20/9/2020,29.415,-13.505,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,68.00,94.80,Unknown,SD00203,1,3.24,2.798,0.00,0,PRJEB51865,SEB001,metagenome,,AAC40E2L1I1,AAC40E2L1I1,Laura Gangoso,BBB0001,SAMEA14374080,"Canary Island, Norte",DNA,1,1,1,Falconiformes
AAC26E2,EXB0008,LV1040375973,AAC26,E2,P040_6B,0.07,45,3,Error,,370,00370,1,1,1,,AAC26E2L1,24.0,21,1,Falco eleonorae,16/9/2020,29.397,-13.494,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,115.00,169.40,Unknown,SD00199,1,4.15,3.796,0.00,0,PRJEB51865,SEB001,metagenome,,AAC26E2L1I1,AAC26E2L1I1,Laura Gangoso,BBB0001,SAMEA14374071,"Canary Island, Rapadura",DNA,1,1,1,Falconiformes
AAU89E1,EXB0008,LV1040376056,AAU89,E1,P040_6C,10.00,45,450,OK,,371,00371,1,1,1,,AAU89E1L1,20.0,25,250,Sciurus carolinensis,9/12/2020,44.938,7.594,Italy,1000221 - Temperate woodland,oak-hornbeam forest,Anal/cloacal swab,30640,Eastern grey squirrel,Adult,60.00,580.00,Male,SD00342,1,2.71,2.520,0.00,0,PRJEB51867,SEB001,metagenome,,AAU89E1L1I1,AAU89E1L1I1,Luc Wauters,BBB0007,SAMEA14374094,"Piedmont, Piobesi",DNA,1,1,1,Rodentia
AAD09E2,EXB0008,LV1040376086,AAD09,E2,P040_6D,,0,0,Error,"No BB sample left so wasn't re-extracted
",372,00372,0,0,0,,,0.0,0,0,Falco eleonorae,27/9/2020,29.415,-13.505,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,119.00,280.00,Unknown,SD00203,0,0.00,0.000,0.00,0,PRJEB51865,,metagenome,,,,Laura Gangoso,BBB0001,,"Canary Island, Norte",DNA,0,0,0,Falconiformes
AAC09E2,EXB0008,LV1040375995,AAC09,E2,P040_6E,4.13,45,186,Warning,,373,00373,1,1,1,,AAC09E2L1,24.0,21,87,Falco eleonorae,16/9/2020,29.398,-13.492,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,99.00,158.60,Unknown,SD00191,1,3.06,2.807,0.00,0,PRJEB51865,SEB001,metagenome,,AAC09E2L1I1,AAC09E2L1I1,Laura Gangoso,BBB0001,SAMEA14374067,"Canary Island, Rapadura",DNA,1,1,1,Falconiformes
AAC55E2,EXB0008,LV1040376064,AAC55,E2,P040_6F,0.29,45,13,Error,,374,00374,1,1,1,,AAC55E2L1,24.0,21,6,Falco eleonorae,3/10/2020,29.413,-13.513,Spain,1000048 - Ocean,Island,Anal/cloacal swab,495946,Eleonora's falcon ,Juvenile,201.00,290.00,Unknown,SD00200,1,4.64,4.239,0.00,0,PRJEB51865,SEB001,metagenome,,AAC55E2L1I1,AAC55E2L1I1,Laura Gangoso,BBB0001,SAMEA14374077,"Canary Island, Norte",DNA,1,1,1,Falconiformes
